RXCUI|INGREDIENT|ING_RXCUI
197841|Isosorbide Dinitrate|6058
197843|Isotretinoin|6064
197844|Isotretinoin|6064
197845|Isotretinoin|6064
197848|Isradipine|33910
197849|Isradipine|33910
197853|Ketoconazole|6135
197854|Ketoprofen|6142
197855|Ketoprofen|6142
197856|Ketoprofen|6142
197860|Leucovorin|6313
197861|Leucovorin|6313
197862|Leucovorin|6313
197863|Leucovorin|6313
197873|Levorphanol|6378
197877|Lidocaine|6387
197877|Prilocaine|8686
197878|Lindane|1388
197884|Lisinopril|29046
197885|Hydrochlorothiazide|5487
197885|Lisinopril|29046
197886|Hydrochlorothiazide|5487
197886|Lisinopril|29046
197887|Hydrochlorothiazide|5487
197887|Lisinopril|29046
197889|Lithium Carbonate|42351
197890|Lithium Carbonate|42351
197891|Lithium Carbonate|42351
197892|Lithium Carbonate|42351
197893|Lithium Carbonate|42351
197894|Lomustine|6466
197895|Lomustine|6466
197896|Lomustine|6466
197900|Lorazepam|6470
197901|Lorazepam|6470
197902|Lorazepam|6470
197903|Lovastatin|6472
197904|Lovastatin|6472
197905|Lovastatin|6472
197906|Lymphocyte immune globulin|91601
197907|Magnesium Salicylate|52364
197919|Melphalan|6718
197928|Meprobamate|6760
197929|Meprobamate|6760
197931|mercaptopurine|103
197935|metaxalone|59078
197939|Methazolamide|6826
197940|Methazolamide|6826
197941|Methimazole|6835
197942|Methimazole|6835
197943|Methocarbamol|6845
197944|Methocarbamol|6845
197947|Methoxsalen|6854
197949|methsuximide|47858
197951|Methyclothiazide|6860
197956|Methyldopa|6876
197958|Methyldopa|6876
197960|Hydrochlorothiazide|5487
197960|Methyldopa|6876
197963|Hydrochlorothiazide|5487
197963|Methyldopa|6876
197969|Methylprednisolone|6902
197971|Methylprednisolone|6902
197973|Methylprednisolone|6902
197975|Methyltestosterone|6904
197976|Methyltestosterone|6904
197978|Metolazone|6916
197979|Metolazone|6916
197980|Metyrosine|266604
197984|Minocycline|6980
197985|Minocycline|6980
197986|Minoxidil|6984
197987|Minoxidil|6984
197988|Mitotane|7004
197989|Mitoxantrone|7005
198000|Bendroflumethiazide|1369
198000|Nadolol|7226
198001|Bendroflumethiazide|1369
198001|Nadolol|7226
198006|Nadolol|7226
198007|Nadolol|7226
198008|Nadolol|7226
198012|Naproxen|7258
198013|Naproxen|7258
198014|Naproxen|7258
198024|Niacin|7393
198025|Niacinamide|7405
198029|Nicotine|7407
198030|Nicotine|7407
198031|Nicotine|7407
198032|Nifedipine|7417
198033|Nifedipine|7417
198034|Nifedipine|7417
198035|Nifedipine|7417
198036|Nifedipine|7417
198037|Nimodipine|7426
198038|Nitroglycerin|4917
198039|Nitroglycerin|4917
198040|Nitroglycerin|4917
198041|Nizatidine|42319
198042|Norethindrone|7514
198043|Mestranol|6782
198043|Norethindrone|7514
198044|Norfloxacin|7517
198045|Nortriptyline|7531
198046|Nortriptyline|7531
198047|Nortriptyline|7531
198048|Ofloxacin|7623
198049|Ofloxacin|7623
198050|Ofloxacin|7623
198051|Omeprazole|7646
198052|Ondansetron|26225
198056|Oxandrolone|7779
198057|Oxazepam|7781
198059|Oxazepam|7781
198070|Penicillamine|7975
198071|Penicillamine|7975
198075|Perphenazine|8076
198076|Perphenazine|8076
198077|Perphenazine|8076
198078|Perphenazine|8076
198083|Phenobarbital|8134
198085|Phenobarbital|8134
198086|Phenobarbital|8134
198089|Phenobarbital|8134
198102|Vitamin K 1|8308
198103|Pimozide|8331
198104|Pindolol|8332
198105|Pindolol|8332
198107|Piroxicam|8356
198108|Piroxicam|8356
198110|Polythiazide|8565
198111|Polythiazide|8565
198112|Polythiazide|8565
198116|Potassium Chloride|8591
198140|Praziquantel|8628
198141|Prazosin|8629
198142|prednisolone|8638
198144|Prednisone|8640
198145|Prednisone|8640
198146|Prednisone|8640
198148|Prednisone|8640
198150|Primidone|8691
198152|Probenecid|8698
198153|Colchicine|2683
198153|Probenecid|8698
198159|Prochlorperazine|8704
198165|Propantheline|8761
198175|Propylthiouracil|8794
198181|Pyrazinamide|8987
198182|Pyrimethamine|9010
198183|quazepam|35185
198186|Quinine|9071
198188|Ramipril|35296
198189|Ramipril|35296
198190|Ranitidine|9143
198191|Ranitidine|9143
198192|Ranitidine|9143
198193|Ranitidine|9143
198196|Reserpine|9260
198197|Reserpine|9260
198198|Polythiazide|8565
198198|Reserpine|9260
198200|Rifabutin|55672
198201|Rifampin|9384
198202|Rifampin|9384
198203|isoniazid|6038
198203|Rifampin|9384
198207|Scopolamine|9601
198211|Simvastatin|36567
198215|Sodium Fluoride|9873
198219|Sodium Iodide|9884
198222|Spironolactone|9997
198223|Spironolactone|9997
198224|Hydrochlorothiazide|5487
198224|Spironolactone|9997
198225|Hydrochlorothiazide|5487
198225|Spironolactone|9997
198227|Succimer|3446
198228|Sulfadiazine|10171
198232|Sulfasalazine|9524
198238|Sulindac|10237
198239|Sulindac|10237
198240|Tamoxifen|10324
198241|Temazepam|10355
198242|Temazepam|10355
198243|Temazepam|10355
198245|terconazole|37806
198248|Tetracaine|10391
198250|Tetracycline|10395
198252|Tetracycline|10395
198255|Theophylline|10438
198264|Theophylline|10438
198269|Thioguanine|10485
198270|Thioridazine|10502
198274|Thioridazine|10502
198275|Thioridazine|10502
198277|thyroid (USP)|10572
198278|thyroid (USP)|10572
198284|Timolol|10600
198285|Timolol|10600
198286|Timolol|10600
198287|tiopronin|6765
198292|Tolazamide|10633
198293|Tolazamide|10633
198294|Tolbutamide|10635
198295|Tolmetin|10636
198296|Tolmetin|10636
198297|Tolmetin|10636
198300|Tretinoin|10753
198312|Triamterene|10763
198313|Triamterene|10763
198314|Hydrochlorothiazide|5487
198314|Triamterene|10763
198316|Hydrochlorothiazide|5487
198316|Triamterene|10763
198317|Triazolam|10767
198318|Triazolam|10767
198322|Trifluoperazine|10800
198323|Trifluoperazine|10800
198324|Trifluoperazine|10800
198325|Trifluoperazine|10800
198330|Trimethadione|10827
198332|Trimethoprim|10829
198334|Sulfamethoxazole|10180
198334|Trimethoprim|10829
198335|Sulfamethoxazole|10180
198335|Trimethoprim|10829
198342|Urea|11002
198351|yohimbine|220982
198352|Zidovudine|11413
198358|felbamate|24812
198359|felbamate|24812
198360|interferon beta-1b|72257
198363|prednicarbate|34369
198365|Prochlorperazine|8704
198368|Phenobarbital|8134
198369|torsemide|38413
198370|torsemide|38413
198371|torsemide|38413
198372|torsemide|38413
198373|calcipotriene|29365
198377|Tacrolimus|42316
198378|Tacrolimus|42316
198379|Tacrolimus|42316
198380|tioconazole|38298
198382|famciclovir|68099
198384|isoniazid|6038
198384|Pyrazinamide|8987
198384|Rifampin|9384
198405|Ibuprofen|5640
198412|Tromethamine|10865
198426|4-cresyl acetate|14997
198427|lamotrigine|28439
198428|lamotrigine|28439
198429|lamotrigine|28439
198430|lamotrigine|28439
198434|Acetaminophen|161
198436|Acetaminophen|161
198437|Acetaminophen|161
198439|Acetaminophen|161
198440|Acetaminophen|161
198443|Acetaminophen|161
198444|Acetaminophen|161
198445|Acetaminophen|161
198464|Aspirin|1191
198467|Aspirin|1191
198471|Aspirin|1191
198473|Aspirin|1191
198475|Aspirin|1191
198479|Aspirin|1191
198479|Caffeine|1886
198480|Aspirin|1191
198480|Caffeine|1886
198487|Benzocaine|1399
198488|Benzocaine|1399
198494|Benzocaine|1399
198496|Benzocaine|1399
198501|Salicylic Acid|9525
198501|Benzoate|70589
198503|Benzoyl Peroxide|1418
198507|Biotin|1588
198509|Bisacodyl|1596
198513|Saccharomyces cerevisiae|9511
198520|Caffeine|1886
198527|Calcium Carbonate|1897
198529|Calcium Carbonate|1897
198535|Calcium Carbonate|1897
198538|Calcium Citrate|47613
198546|Calcium Gluconate|1908
198547|Calcium Gluconate|1908
198553|calcium lactate|47622
198555|Capsaicin|1992
198556|Capsaicin|1992
198561|Levocarnitine|42955
198572|chloroxylenol|20877
198580|Choline|2449
198581|Choline|2449
198584|ubidecarenone|21406
198586|ubidecarenone|21406
198589|ubidecarenone|21406
198590|ubidecarenone|21406
198600|Dibucaine|3339
198601|Dibucaine|3339
198602|Dimenhydrinate|3444
198603|Dimenhydrinate|3444
198604|dimethicone|324072
198605|dimethicone|324072
198624|Ferrous fumarate|24941
198630|ferrous gluconate|24942
198632|ferrous gluconate|24942
1986329|valbenazine|1918219
1986331|valbenazine|1918219
1986354|insulin aspart, human|51428
1986356|insulin aspart, human|51428
1986360|Salicylic Acid|9525
1986365|Salicylic Acid|9525
1986373|Soybean Oil|9949
1986373|olive oil|1309250
1986378|Soybean Oil|9949
1986378|olive oil|1309250
1986381|Soybean Oil|9949
1986381|olive oil|1309250
1986382|Soybean Oil|9949
1986382|olive oil|1309250
1986385|Soybean Oil|9949
1986385|olive oil|1309250
1986386|Soybean Oil|9949
1986386|olive oil|1309250
1986388|Soybean Oil|9949
1986388|olive oil|1309250
1986389|Soybean Oil|9949
1986389|olive oil|1309250
198640|Folic Acid|4511
198641|Folic Acid|4511
1986437|Nitrogen|7456
1986442|tisagenlecleucel|1986438
1986447|tisagenlecleucel|1986438
1986791|Ethinyl Estradiol|4124
1986791|Norethindrone|7514
1986791|Ferrous fumarate|24941
1986813|acalabrutinib|1986808
1986819|acalabrutinib|1986808
1986825|Varicella zoster virus glycoprotein E|1986821
198683|Glucose|4850
1986830|Varicella zoster virus glycoprotein E|1986821
198687|Guaifenesin|5032
1986885|rolapitant|1665496
1986889|rolapitant|1665496
198693|Hexylresorcinol|5321
1987013|Vitamin A|11246
1987017|Capsaicin|1992
1987017|Lidocaine|6387
1987017|trolamine salicylate|38866
198706|Hydrocortisone|5492
198707|Hydrocortisone|5492
198708|hydroquinone|5509
198711|Inositol|5833
198712|Inositol|5833
198713|Inositol|5833
198725|Lactase|41397
198735|Lysine|6536
198740|Magnesium Oxide|6582
1987402|Axicabtagene ciloleucel|1987398
1987407|Axicabtagene ciloleucel|1987398
198741|Magnesium Oxide|6582
198742|Magnesium Salicylate|52364
198748|Merbromin|6762
198750|Methylcellulose|6873
198751|Methylene blue|6878
198752|methyl salicylate|29787
198759|Niacin|7393
198760|Niacin|7393
198761|Nonoxynol-9|53750
198762|Nonoxynol-9|53750
1987644|Tretinoin|10753
1987646|Tretinoin|10753
1987647|Lidocaine|6387
198765|Nonoxynol-9|53750
198767|Pancreatin|7880
1987732|bosutinib|1307619
1987734|bosutinib|1307619
198776|phenol|33290
198782|Phenylalanine|8156
198806|Polysaccharide iron complex|105669
198818|Povidone-Iodine|8611
1988308|Diltiazem|3443
1988311|Diltiazem|3443
1988316|Diltiazem|3443
1988319|Diltiazem|3443
1988324|Diltiazem|3443
1988330|Diltiazem|3443
198836|Rutin|9500
1988394|Latanoprostene Bunod|1988390
1988399|Latanoprostene Bunod|1988390
1988416|Tolnaftate|10637
198845|Salicylic Acid|9525
198852|Simethicone|9796
198853|Simethicone|9796
198857|Simethicone|9796
1988574|Inulin|5924
1988574|Lactobacillus rhamnosus GG|602811
198859|Sodium Bicarbonate|36676
198861|Sodium Bicarbonate|36676
198864|Calcium Carbonate|1897
198864|Sodium Fluoride|9873
198865|Calcium Carbonate|1897
198865|Sodium Fluoride|9873
1988652|letermovir|1988648
1988657|letermovir|1988648
1988660|letermovir|1988648
1988661|letermovir|1988648
1988666|letermovir|1988648
1988671|letermovir|1988648
1988673|letermovir|1988648
1988675|letermovir|1988648
198871|Sulfur|10223
1988768|brigatinib|1921217
1988770|brigatinib|1921217
1988772|brigatinib|1921217
1988785|brigatinib|1921217
1988786|brigatinib|1921217
198880|trolamine salicylate|38866
198882|Tyrosine|10962
198884|Urea|11002
198885|Urea|11002
198886|Urea|11002
198887|Urea|11002
198891|Vitamin B 12|11248
198892|Ascorbic Acid|1151
198893|Ascorbic Acid|1151
198896|Ascorbic Acid|1151
198897|Ascorbic Acid|1151
1988974|pregabalin|187832
1988977|pregabalin|187832
1988980|pregabalin|187832
198899|Vitamin K|11258
198902|Zinc Gluconate|58300
198903|Zinc Gluconate|58300
198906|Zinc Gluconate|58300
198907|Zinc Gluconate|58300
1989081|bosentan|75207
1989085|bosentan|75207
1989104|benralizumab|1989100
1989109|benralizumab|1989100
198911|Zinc Oxide|11423
1989112|Epinephrine|3992
1989117|Epinephrine|3992
198915|Zinc Sulfate|39954
1989202|Psyllium|8928
198934|chlorophyllin copper complex|82242
198936|Magnesium lactate|214688
198946|Vitamin B6|42954
198949|Vitamin B6|42954
1989491|Capsaicin|1992
1989491|Menthol|6750
1989491|methyl salicylate|29787
1989500|Rilpivirine|1102270
1989500|dolutegravir|1433868
1989506|Rilpivirine|1102270
1989506|dolutegravir|1433868
1989507|Ethinyl Estradiol|4124
1989507|Norethindrone|7514
1989507|Ferrous fumarate|24941
198951|Vitamin B6|42954
198952|Vitamin B6|42954
198953|Vitamin B6|42954
198958|CHROMIUM PICOLINATE|59308
198959|MAGNESIUM, CHELATED|215976
1989799|emicizumab|1989794
1989804|emicizumab|1989794
1989809|emicizumab|1989794
1989811|emicizumab|1989794
1989814|emicizumab|1989794
1989815|emicizumab|1989794
1989816|emicizumab|1989794
1989817|emicizumab|1989794
1989823|Vestronidase alfa|1989819
1989828|Vestronidase alfa|1989819
1989901|Polyethylene Glycol 400|8514
1989901|Propylene glycol|34693
1989902|Polyethylene Glycol 400|8514
1989902|Propylene glycol|34693
198993|Magnesium Hydroxide|6581
198993|malic acid|29209
198994|Melatonin|6711
199005|Benzocaine|1399
199005|chloroxylenol|20877
199006|Benzocaine|1399
199006|chloroxylenol|20877
199012|Hydrogen Peroxide|5499
199021|Biotin|1588
199032|Starch|10046
199041|amcinonide|17652
199047|Famotidine|4278
199055|Metronidazole|6922
199058|mycophenolate mofetil|68149
199071|Benzocaine|1399
199072|Urea|11002
1990745|Methadone|6813
199078|Capsaicin|1992
199079|Acetaminophen|161
199083|Ascorbic Acid|1151
1990857|factor IX|4249
1990862|factor IX|4249
1990866|exenatide|60548
1990869|exenatide|60548
1990881|Dextromethorphan|3289
1990881|Phenylephrine|8163
1990881|dexchlorpheniramine|22697
199090|Urea|11002
199099|Zinc Oxide|11423
199105|Lidocaine|6387
199105|Menthol|6750
199106|Pyrantel|8984
199107|Pyrantel|8984
199108|Ornithine|7704
199109|Zinc Oxide|11423
199115|rimexolone|55681
199119|Omeprazole|7646
199123|bicalutamide|83008
199126|Tolnaftate|10637
199129|chloroxylenol|20877
199130|Ethanol|448
1991306|semaglutide|1991302
1991311|semaglutide|1991302
1991316|semaglutide|1991302
1991317|semaglutide|1991302
1991328|Epinephrine|3992
1991329|Epinephrine|3992
199134|Salicylic Acid|9525
1991389|Petrolatum|8091
1991391|Petrolatum|8091
1991411|desmopressin|3251
1991412|nivolumab|1597876
1991413|nivolumab|1597876
1991422|Benzocaine|1399
199143|Niacin|7393
199146|Benzoyl Peroxide|1418
199147|Lamivudine|68244
199148|Lamivudine|68244
199149|Acarbose|16681
199150|Acarbose|16681
1991509|Magnesium Oxide|6582
1991509|Citric Acid|21183
1991509|picosulfurate|1546458
199153|Glutamine|4885
199156|Vitamin E|11256
199156|ubidecarenone|21406
199158|pamabrom|54365
199159|Tretinoin|10753
199161|Salicylic Acid|9525
199162|Glycerin|4910
199163|Melatonin|6711
199164|Phenobarbital|8134
199166|ubidecarenone|21406
199167|Phenobarbital|8134
199168|Phenobarbital|8134
199170|Melatonin|6711
199170|Vitamin B6|42954
199171|Melatonin|6711
199171|Vitamin B6|42954
199172|Melatonin|6711
199172|Vitamin B6|42954
199176|hydroquinone|5509
199178|Ferrous fumarate|24941
199180|Psyllium|8928
199184|Vitamin B 12|11248
199192|famciclovir|68099
199193|famciclovir|68099
1991946|Cetirizine|20610
199206|Riluzole|35623
199209|Biotin|1588
199211|Cisatracurium|319864
199212|Cisatracurium|319864
199213|Salicylic Acid|9525
1992169|Insulin Lispro|86009
1992171|Insulin Lispro|86009
199219|Bromelains|1752
199223|CHROMIUM, CHELATED|253160
199224|anastrozole|84857
1992273|Clobetasol|2590
1992274|Clobetasol|2590
1992281|Clobetasol|2590
1992282|Clobetasol|2590
1992299|Timolol|10600
1992300|Timolol|10600
1992303|Timolol|10600
1992304|Timolol|10600
1992305|Timolol|10600
199233|Bran|104125
199234|CHROMIUM, CHELATED|253160
199235|Chlorophyll|2388
199239|Betaine|1512
199240|Folic Acid|4511
199240|Vitamin B 12|11248
1992418|Psyllium|8928
1992427|apixaban|1364430
1992428|apixaban|1364430
199243|Tyrosine|10962
199245|glimepiride|25789
199246|glimepiride|25789
199247|glimepiride|25789
199248|Betaine|1512
199249|Ritonavir|85762
1992526|Diphenhydramine|3498
1992526|Phenylephrine|8163
1992536|rabies immune globulin, human|89886
1992538|rabies immune globulin, human|89886
1992545|arsenic trioxide|18330
1992547|arsenic trioxide|18330
1992566|glycopyrronium|1546438
1992571|glycopyrronium|1546438
199258|Oxymetholone|7813
199260|MANGANESE GLUCONATE|52403
1992685|Metformin|6809
1992685|ertugliflozin|1992672
1992691|Metformin|6809
1992691|ertugliflozin|1992672
1992693|Metformin|6809
1992693|ertugliflozin|1992672
1992695|Metformin|6809
1992695|ertugliflozin|1992672
1992698|Metformin|6809
1992698|ertugliflozin|1992672
1992700|Metformin|6809
1992700|ertugliflozin|1992672
1992701|Metformin|6809
1992701|ertugliflozin|1992672
1992703|Metformin|6809
1992703|ertugliflozin|1992672
1992810|ertugliflozin|1992672
1992816|ertugliflozin|1992672
1992819|ertugliflozin|1992672
1992821|ertugliflozin|1992672
1992826|sitagliptin|593411
1992826|ertugliflozin|1992672
1992832|sitagliptin|593411
1992832|ertugliflozin|1992672
1992835|sitagliptin|593411
1992835|ertugliflozin|1992672
1992837|sitagliptin|593411
1992837|ertugliflozin|1992672
1992868|netarsudil|1992864
1992873|netarsudil|1992864
199292|Arginine|1091
199296|Calcium Carbonate|1897
199296|Vitamin D|11253
199297|Calcium Gluconate|1908
199298|Calcium Citrate|47613
199299|Levocarnitine|42955
199301|Potassium Aspartate|8589
199301|Magnesium Aspartate|142131
199302|Potassium Aspartate|8589
199302|Magnesium Aspartate|142131
199304|Calcium Citrate|47613
199305|Linseed Oil|6404
1993067|Hydrogen Peroxide|5499
1993075|Sodium Fluoride|9873
1993077|Sodium Fluoride|9873
1993079|Sodium Fluoride|9873
199308|Salicylic Acid|9525
199310|Azathioprine|1256
1993219|Acetaminophen|161
1993219|Dextromethorphan|3289
1993219|Diphenhydramine|3498
1993219|Guaifenesin|5032
1993219|Phenylephrine|8163
199322|lamotrigine|28439
1993220|Acetaminophen|161
1993220|Dextromethorphan|3289
1993220|Diphenhydramine|3498
1993220|Guaifenesin|5032
1993220|Phenylephrine|8163
1993222|benznidazole|18994
1993224|Epinephrine|3992
1993224|Prilocaine|8686
199342|Penicillamine|7975
199351|trandolapril|38454
199352|trandolapril|38454
199353|trandolapril|38454
199359|Vitamin E|11256
199362|Cholecalciferol|2418
199364|Vitamin B 12|11248
199365|Vitamin B 12|11248
199367|Quercetin|9060
199368|Quercetin|9060
199369|phenylbutyrate|81647
199370|Ciprofloxacin|2551
199371|pectin|32987
199372|chlorophyllin copper complex|82242
199374|Vitamin B 12|11248
199376|potassium citrate|54993
199378|Carbamazepine|2002
199381|potassium citrate|54993
199387|Risperidone|35636
199388|Cidofovir|83171
199389|Glucosamine|4845
199390|Etodolac|24605
199393|Menthol|6750
199420|Nizatidine|42319
199422|Nevirapine|53654
199424|Melatonin|6711
199425|Melatonin|6711
1994311|insulin aspart, human|51428
1994311|insulin degludec|1670007
1994316|insulin aspart, human|51428
1994316|insulin degludec|1670007
1994347|Hepatitis B Surface Antigen Vaccine|797752
1994352|Hepatitis B Surface Antigen Vaccine|797752
1994360|Ibrutinib|1442981
1994362|Ibrutinib|1442981
1994389|pregabalin|187832
1994392|pregabalin|187832
1994395|pregabalin|187832
199450|clobazam|21241
1994540|Magnesium Oxide|6582
1994540|Citric Acid|21183
1994540|picosulfurate|1546458
1994745|ozenoxacin|1994739
1994750|ozenoxacin|1994739
1994758|Ethinyl Estradiol|4124
1994758|norgestimate|31994
1994764|Ethinyl Estradiol|4124
1994764|norgestimate|31994
199498|Pentosan Polysulfate|155046
1995088|Urea|11002
1995136|Acetaminophen|161
1995136|butalbital|19860
1995150|aprepitant|358255
1995155|aprepitant|358255
199519|Tinidazole|10612
199521|Vigabatrin|14851
1995238|dimethicone|324072
1995288|Cocaine|2653
1995293|Cocaine|2653
199541|dimethicone|324072
1995455|Clobetasol|2590
1995460|Clobetasol|2590
1995461|Methylphenidate|6901
1995477|Amylases|743
1995477|Lipase|6406
1995477|Endopeptidases|8031
1995479|Amylases|743
1995479|Lipase|6406
1995479|Endopeptidases|8031
1995536|Acetaminophen|161
1995536|Caffeine|1886
1995536|dihydrocodeine|23088
199575|Evening primrose oil|203219
1995884|voretigene neparvovec|1995537
1995886|voretigene neparvovec|1995537
199592|Tetrabenazine|10390
1995983|Mometasone|108118
1995988|Mometasone|108118
199603|Clotrimazole|2623
1996081|Acetaminophen|161
1996081|Dextromethorphan|3289
1996081|Phenylephrine|8163
1996098|Acetaminophen|161
1996098|Dextromethorphan|3289
1996098|Diphenhydramine|3498
1996098|Phenylephrine|8163
1996184|Buprenorphine|1819
1996189|Buprenorphine|1819
1996192|Buprenorphine|1819
1996193|Buprenorphine|1819
1996204|Cholecalciferol|2418
1996204|Folic Acid|4511
1996206|Cholecalciferol|2418
1996206|Folic Acid|4511
1996212|fluticasone|41126
1996246|Daptomycin|22299
199632|Sulfur|10223
199637|royal jelly|35805
199639|Melatonin|6711
199645|Benzocaine|1399
199647|Melatonin|6711
199648|Melatonin|6711
199655|zafirlukast|114970
199663|Zidovudine|11413
199672|Albendazole|430
199680|dimethicone|324072
1996815|orchard grass pollen extract|851878
1996815|Timothy grass pollen extract|851994
1996818|orchard grass pollen extract|851878
1996818|Timothy grass pollen extract|851994
1996823|Propylene glycol|34693
199689|Acitretin|16818
199690|Acitretin|16818
1997015|bivalirudin|60819
1997017|bivalirudin|60819
199703|cabergoline|47579
1997161|Coal Tar|2635
199739|Famotidine|4278
199772|Metyrapone|6923
199821|Triptorelin|38782
199832|Ergocalciferol|4018
199833|Triacetin|10756
199834|Ascorbic Acid|1151
199835|Coal Tar|2635
1998451|aripiprazole|89013
1998453|aripiprazole|89013
1998454|aripiprazole|89013
1998455|aripiprazole|89013
1998456|aripiprazole|89013
1998457|aripiprazole|89013
1998458|aripiprazole|89013
1998459|aripiprazole|89013
1998460|aripiprazole|89013
1998461|aripiprazole|89013
1998462|aripiprazole|89013
1998463|aripiprazole|89013
1998475|Flurandrenolide|4500
1998481|Dexamethasone|3264
1998482|Dexamethasone|3264
1998483|Doxycycline|3640
199852|Zinc Oxide|11423
199854|Pancreatin|7880
199857|Spirulina|487252
199858|phenol|33290
199864|Benzocaine|1399
199864|Menthol|6750
199866|Glutamine|4885
199870|Capsaicin|1992
1998771|Beclomethasone|1347
1998772|Beclomethasone|1347
1998773|Beclomethasone|1347
1998774|Beclomethasone|1347
1998783|gemcitabine|12574
199884|Levofloxacin|82122
199885|Levofloxacin|82122
1998851|Biotin|1588
199888|topiramate|38404
199889|topiramate|38404
199890|topiramate|38404
199891|Potassium Aspartate|8589
199891|Magnesium Aspartate|142131
199893|BISMUTH-FORMIC-IODIDE|237148
199900|Taurine|10337
1999007|angiotensin II|1999003
1999012|angiotensin II|1999003
1999016|brimonidine|134615
199902|Urea|11002
1999021|brimonidine|134615
1999026|Ethinyl Estradiol|4124
1999026|Levonorgestrel|6373
199903|Hydrochlorothiazide|5487
1999031|Metoprolol|6918
1999033|Metoprolol|6918
1999035|Metoprolol|6918
1999037|Metoprolol|6918
199904|zileuton|40575
199906|Tryptophan|10898
199907|salmon oil|41967
1999185|Nitroprusside|7476
1999187|Nitroprusside|7476
1999308|hydroxyurea|5552
1999314|hydroxyurea|5552
1999316|hydroxyurea|5552
1999387|ivacaftor|1243041
1999387|tezacaftor|1999382
1999388|ivacaftor|1243041
1999388|tezacaftor|1999382
1999389|ivacaftor|1243041
1999389|tezacaftor|1999382
1999408|hyaluronate|62372
1999531|Ganciclovir|4678
1999581|apalutamide|1999574
1999587|apalutamide|1999574
1999651|Doxylamine|3642
1999651|pyridoxine|684879
1999657|Doxylamine|3642
1999657|pyridoxine|684879
1999667|emtricitabine|276237
1999667|tenofovir alafenamide|1721603
1999667|bictegravir|1999660
1999673|emtricitabine|276237
1999673|tenofovir alafenamide|1721603
1999673|bictegravir|1999660
1999682|Lutetium|1534772
1999687|Lutetium|1534772
1999724|Ethinyl Estradiol|4124
1999724|drospirenone|11636
1999724|levomefolate|1592257
199994|Zinc Acetate|58295
199995|Zinc Acetate|58295
2000007|Glatiramer|214582
2000011|17-alpha-Hydroxyprogesterone|5542
2000013|17-alpha-Hydroxyprogesterone|5542
2000017|Ibrutinib|1442981
2000019|Ibrutinib|1442981
2000021|Ibrutinib|1442981
2000023|Ibrutinib|1442981
2000025|Ibrutinib|1442981
2000027|Ibrutinib|1442981
2000029|Ibrutinib|1442981
2000031|Ibrutinib|1442981
2000033|Phenazopyridine|8120
200004|Bee pollen|253157
200007|Melatonin|6711
200009|Benzoyl Peroxide|1418
200010|dimethicone|324072
2000127|Vancomycin|11124
2000133|Vancomycin|11124
2000134|Vancomycin|11124
2000136|Vancomycin|11124
200015|Inositol|5833
200015|Niacin|7393
200031|carvedilol|20352
200032|carvedilol|20352
200033|carvedilol|20352
200034|olanzapine|61381
200049|zinc pyrithione|39952
200060|mycophenolate mofetil|68149
200064|letrozole|72965
200066|Menthol|6750
2000686|Calcium Carbonate|1897
2000686|Simethicone|9796
2000695|Ethinyl Estradiol|4124
2000695|ethynodiol|24591
200079|Chondroitin Sulfates|2473
200079|Glucosamine|4845
200082|Zidovudine|11413
200082|Lamivudine|68244
200088|Zinc Oxide|11423
200089|prasterone|3143
200090|dimethicone|324072
200094|irbesartan|83818
200095|irbesartan|83818
200096|irbesartan|83818
200101|Dolasetron|68091
200105|Saquinavir|83395
200107|Menthol|6750
2001100|Doxorubicin|3639
2001102|Doxorubicin|3639
2001133|Menthol|6750
200123|Chondroitin Sulfates|2473
200123|Glucosamine|4845
2001254|pitavastatin|861634
2001260|pitavastatin|861634
2001262|pitavastatin|861634
2001264|pitavastatin|861634
2001266|pitavastatin|861634
2001268|pitavastatin|861634
200129|borage oil|68905
200131|Carbamazepine|2002
2001319|Roflumilast|1091836
200132|Acarbose|16681
2001321|Roflumilast|1091836
200133|Carbamazepine|2002
2001351|Levonorgestrel|6373
2001358|Acetaminophen|161
2001358|benzhydrocodone|2001352
2001364|Acetaminophen|161
2001364|benzhydrocodone|2001352
200140|Glucose|4850
200141|Glucose|4850
2001424|Lamivudine|68244
2001424|efavirenz|195085
2001424|tenofovir disoproxil|300195
2001430|Lamivudine|68244
2001430|efavirenz|195085
2001430|tenofovir disoproxil|300195
2001434|Lidocaine|6387
2001439|Lidocaine|6387
2001469|Arginine|1091
2001472|Niacin|7393
2001474|Niacin|7393
2001480|Niacin|7393
2001486|Niacin|7393
2001486|pantethine|32863
2001492|Niacin|7393
2001492|pantethine|32863
2001493|Chondroitin Sulfates|2473
2001493|Glucosamine|4845
2001506|lamotrigine|28439
2001508|lamotrigine|28439
200156|Salicylic Acid|9525
2001564|Methylphenidate|6901
2001565|Methylphenidate|6901
2001566|Methylphenidate|6901
2001568|Methylphenidate|6901
200162|sennosides, USP|36387
2001686|Capsaicin|1992
2001686|Lidocaine|6387
2001686|Menthol|6750
2001686|methyl salicylate|29787
200172|Finasteride|25025
200174|Melatonin|6711
2001745|Capsaicin|1992
2001745|Lidocaine|6387
2001745|Menthol|6750
2001745|methyl salicylate|29787
2001749|Capsaicin|1992
2001749|Menthol|6750
2001749|methyl salicylate|29787
2001750|Capsaicin|1992
2001750|Menthol|6750
